#FORMAT=WebAnno TSV 3.3
#T_SP=custom.Span|Forderung|KAT1MoralisierendesSegment|KAT2Subjektive_Ausdrcke|KAT5Ausformulierung|KOMMENTAR|KommunikativeFunktion|Moralwerte|Protagonistinnen|Protagonistinnen2|Protagonistinnen3


#Text=HMP05/AUG.00228 Hamburger Morgenpost, 03.08.2005, S. 5; ALG II ist mit der Menschenwürde vereinbar ### BERLIN Das Arbeitslosengeld II ist nicht so niedrig, dass dadurch die grundgesetzlich garantierte Menschenwürde verletzt wird, urteilte das Sozialgericht Berlin.
1-1	656-661	HMP05	_	_	_	_	_	_	_	_	_	_	
1-2	661-662	/	_	_	_	_	_	_	_	_	_	_	
1-3	662-665	AUG	_	_	_	_	_	_	_	_	_	_	
1-4	665-671	.00228	_	_	_	_	_	_	_	_	_	_	
1-5	672-681	Hamburger	_	_	_	_	_	_	_	_	_	_	
1-6	682-692	Morgenpost	_	_	_	_	_	_	_	_	_	_	
1-7	692-693	,	_	_	_	_	_	_	_	_	_	_	
1-8	694-704	03.08.2005	_	_	_	_	_	_	_	_	_	_	
1-9	704-705	,	_	_	_	_	_	_	_	_	_	_	
1-10	706-707	S	_	_	_	_	_	_	_	_	_	_	
1-11	707-708	.	_	_	_	_	_	_	_	_	_	_	
1-12	709-710	5	_	_	_	_	_	_	_	_	_	_	
1-13	710-711	;	_	_	_	_	_	_	_	_	_	_	
1-14	712-715	ALG	_	_	_	_	_	_	_	_	_	_	
1-15	716-718	II	_	_	_	_	_	_	_	_	_	_	
1-16	719-722	ist	_	_	_	_	_	_	_	_	_	_	
1-17	723-726	mit	_	_	_	_	_	_	_	_	_	_	
1-18	727-730	der	_	_	_	_	_	_	_	_	_	_	
1-19	731-744	Menschenwürde	_	_	_	_	_	_	_	_	_	_	
1-20	745-754	vereinbar	_	_	_	_	_	_	_	_	_	_	
1-21	755-756	#	_	_	_	_	_	_	_	_	_	_	
1-22	756-757	#	_	_	_	_	_	_	_	_	_	_	
1-23	757-758	#	_	_	_	_	_	_	_	_	_	_	
1-24	759-765	BERLIN	_	_	_	_	_	_	_	_	_	_	
1-25	766-769	Das	*[1]|*[2]	Moralisierung explizit[1]|*[2]	*[1]|*[2]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	
1-26	770-786	Arbeitslosengeld	*[1]|*[2]	Moralisierung explizit[1]|*[2]	*[1]|*[2]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	
1-27	787-789	II	*[1]|*[2]	Moralisierung explizit[1]|*[2]	*[1]|*[2]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	
1-28	790-793	ist	*[1]|*[2]	Moralisierung explizit[1]|*[2]	*[1]|*[2]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	
1-29	794-799	nicht	*[1]|*[2]	Moralisierung explizit[1]|*[2]	*[1]|*[2]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	
1-30	800-802	so	*[1]|*[2]	Moralisierung explizit[1]|*[2]	*[1]|*[2]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	
1-31	803-810	niedrig	*[1]|*[2]	Moralisierung explizit[1]|*[2]	*[1]|*[2]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	
1-32	810-811	,	*[1]|*[2]	Moralisierung explizit[1]|*[2]	*[1]|*[2]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	
1-33	812-816	dass	*[1]|*[2]	Moralisierung explizit[1]|*[2]	*[1]|*[2]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	
1-34	817-824	dadurch	*[1]|*[2]	Moralisierung explizit[1]|*[2]	*[1]|*[2]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	
1-35	825-828	die	*[1]|*[2]|*[3]	Moralisierung explizit[1]|*[2]|*[3]	*[1]|*[2]|*[3]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]|*[3]	*[1]|*[2]|*[3]	*[1]|*[2]|*[3]	*[1]|*[2]|Care[3]	*[1]|*[2]|*[3]	*[1]|*[2]|*[3]	*[1]|*[2]|*[3]	
1-36	829-844	grundgesetzlich	*[1]|*[2]|*[3]	Moralisierung explizit[1]|*[2]|*[3]	*[1]|*[2]|*[3]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]|*[3]	*[1]|*[2]|*[3]	*[1]|*[2]|*[3]	*[1]|*[2]|Care[3]	*[1]|*[2]|*[3]	*[1]|*[2]|*[3]	*[1]|*[2]|*[3]	
1-37	845-856	garantierte	*[1]|*[2]|*[3]	Moralisierung explizit[1]|*[2]|*[3]	*[1]|*[2]|*[3]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]|*[3]	*[1]|*[2]|*[3]	*[1]|*[2]|*[3]	*[1]|*[2]|Care[3]	*[1]|*[2]|*[3]	*[1]|*[2]|*[3]	*[1]|*[2]|*[3]	
1-38	857-870	Menschenwürde	*[1]|*[2]|*[3]	Moralisierung explizit[1]|*[2]|*[3]	*[1]|*[2]|*[3]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]|*[3]	*[1]|*[2]|*[3]	*[1]|*[2]|*[3]	*[1]|*[2]|Care[3]	*[1]|*[2]|*[3]	*[1]|*[2]|*[3]	*[1]|*[2]|*[3]	
1-39	871-879	verletzt	*[1]|*[2]	Moralisierung explizit[1]|*[2]	*[1]|*[2]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	
1-40	880-884	wird	*[1]|*[2]	Moralisierung explizit[1]|*[2]	*[1]|*[2]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	
1-41	884-885	,	*[1]|*[2]	Moralisierung explizit[1]|*[2]	*[1]|*[2]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	
1-42	886-894	urteilte	*[1]|*[2]	Moralisierung explizit[1]|*[2]	*[1]|*[2]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	*[1]|*[2]	
1-43	895-898	das	*[1]|*[2]|*[4]	Moralisierung explizit[1]|*[2]|*[4]	*[1]|*[2]|*[4]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]|*[4]	*[1]|*[2]|*[4]	*[1]|*[2]|*[4]	*[1]|*[2]|*[4]	*[1]|*[2]|Forderer:in[4]	*[1]|*[2]|Institution[4]	*[1]|*[2]|Neutral[4]	
1-44	899-912	Sozialgericht	*[1]|*[2]|*[4]	Moralisierung explizit[1]|*[2]|*[4]	*[1]|*[2]|*[4]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]|*[4]	*[1]|*[2]|*[4]	*[1]|*[2]|*[4]	*[1]|*[2]|*[4]	*[1]|*[2]|Forderer:in[4]	*[1]|*[2]|Institution[4]	*[1]|*[2]|Neutral[4]	
1-45	913-919	Berlin	*[1]|*[2]|*[4]	Moralisierung explizit[1]|*[2]|*[4]	*[1]|*[2]|*[4]	*[1]|Das Arbeitslosengeld muss erhöht werden.[2]|*[4]	*[1]|*[2]|*[4]	*[1]|*[2]|*[4]	*[1]|*[2]|*[4]	*[1]|*[2]|Forderer:in[4]	*[1]|*[2]|Institution[4]	*[1]|*[2]|Neutral[4]	
1-46	919-920	.	_	_	_	_	_	_	_	_	_	_	

#Text=Klägerin war eine 55-jährige Arbeitslose, die mit ihrem Mann in "Bedarfsgemeinschaft" zusammenlebt.
2-1	921-929	Klägerin	*[5]	Keine Moralisierung[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	
2-2	930-933	war	*[5]	Keine Moralisierung[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	
2-3	934-938	eine	*[5]	Keine Moralisierung[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	
2-4	939-941	55	*[5]	Keine Moralisierung[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	
2-5	941-942	-	*[5]	Keine Moralisierung[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	
2-6	942-949	jährige	*[5]	Keine Moralisierung[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	
2-7	950-961	Arbeitslose	*[5]	Keine Moralisierung[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[5]	
